eventID,year,month,day,hour,minute,second,lat,lon,depth_km,mag,location,mag_type,event_type
61200016,2015,1,3,4,50,0,12.32,123.77,14.0,4.5,020 km S 81° E of Masbate (Masbate),Ms,TECTONIC
61200047,2015,1,10,19,32,0,14.74,119.91,48.0,5.9,030 km S 39° W of San Antonio (Zambales),Mw,TECTONIC
61200052,2015,1,11,16,7,0,11.59,126.23,32.0,4.9,073 km N 66° E of Hernani (Eastern Samar),Ms,TECTONIC
61200060,2015,1,13,15,33,0,12.95,124.59,10.0,5.0,038 km N 41° E of Biri (Northern Samar),Ms,TECTONIC
61200067,2015,1,17,5,9,0,13.93,120.46,118.0,5.3,019 km N 55° W of Calatagan (Batangas),Ms,TECTONIC
61200069,2015,1,18,0,27,0,13.88,120.45,102.0,5.0,021 km N 75° W of Calatagan (Batangas),Ms,TECTONIC
61200080,2015,1,19,17,19,0,4.76,119.82,35.0,5.6,016 km S 11° W of Simunul (Tawi-tawi),Mw,TECTONIC
61200081,2015,1,20,3,2,0,5.65,127.41,45.0,5.0,185 km S 53° E of Governor Generoso (Davao Oriental),Ms,TECTONIC
61200087,2015,1,20,20,33,0,5.99,123.6,620.0,5.5,070 km S 69° W of Palimbang (Sultan Kudarat),Mw,TECTONIC
61200089,2015,1,21,5,20,0,5.7,125.49,49.0,5.2,029 km N 04° E of Sarangani (Davao Occidental),Ms,TECTONIC
61200096,2015,1,22,14,49,0,19.53,121.38,13.0,5.2,029 km N 18° W of Calayan (Cagayan),Ms,TECTONIC
61200113,2015,1,26,7,9,0,9.81,122.26,20.0,5.1,018 km N 72° W of Sipalay (Negros Occidental),Ms,TECTONIC
61200157,2015,2,2,15,13,0,14.23,124.75,3.0,6.2,091 km N 40 ° E of Virac (Catanduanes),Mw,TECTONIC
61200176,2015,2,6,8,3,0,9.54,126.38,5.0,5.2,036 km N 36° E of Cortes (Surigao del Sur),Ms,TECTONIC
61200177,2015,2,6,9,39,0,9.59,126.44,18.0,4.8,037 km S 56° E of General Luna (Surigao Del Norte),Ms,TECTONIC
61200190,2015,2,10,13,29,0,11.42,126.66,40.0,5.7,109 km N 71° E of Mercedes (Eastern Samar),Mw,TECTONIC
61200192,2015,2,10,16,9,0,13.99,120.44,109.0,5.0,022 km S 65° W of Nasugbu (Batangas),Ms,TECTONIC
61200222,2015,2,25,1,31,0,6.11,119.78,17.0,5.5,091 km S 76° W of Pangutaran (Sulu),Mw,TECTONIC
61200242,2015,3,1,7,1,0,4.54,125.85,37.0,4.7,107 km S 23° E of Sarangani (Davao Occidental),Ms,TECTONIC
61200251,2015,3,2,21,51,0,9.8,126.32,16.0,4.5,018 km N 83° E of General Luna (Surigao Del Norte),Ms,TECTONIC
61200271,2015,3,7,16,38,0,5.26,125.92,81.0,4.7,053 km S 68° E of Sarangani (Davao Occidental),Ms,TECTONIC
61200273,2015,3,7,22,53,0,13.16,124.12,10.0,4.7,046 km N 85° E of Legaspi City,Ms,TECTONIC
61200298,2015,3,14,14,37,0,16.95,119.96,64.0,4.6,048 km S 77° W of Luna (La Union),Ms,TECTONIC
61200300,2015,3,14,18,39,0,3.57,126.75,2.0,4.8,250 km S 35° E of Sarangani (Davao Ocidental),Ms,TECTONIC
61200346,2015,3,26,16,46,0,5.82,126.62,60.0,4.9,110 km S 33° E of Governor Generoso (Davao Oriental),Ms,TECTONIC
61200352,2015,3,30,1,47,0,10.04,124.21,7.0,4.9,012 km S 66° E of Buenavista (Bohol),Ms,TECTONIC
61200360,2015,4,1,4,4,0,18.78,120.82,11.0,4.5,022 km N 9° E of Pagudpud (Ilocos Norte),Ms,TECTONIC
61200489,2015,5,2,9,2,0,6.18,124.32,12.0,4.8,013 km S 71° E of Palimbang (Sultan Kudarat),Ms,TECTONIC
61200537,2015,5,13,15,55,0,13.23,124.29,16.0,5.1,018 km N 76° E of Rapu-Rapu (Albay),Ms,TECTONIC
61200538,2015,5,13,17,0,0,13.01,124.22,6.0,4.7,021 km S 25° E of Rapu-Rapu (Albay),Ms,TECTONIC
61200567,2015,5,22,10,59,0,11.49,124.36,10.0,4.7,009 km S 25° W of Naval (Biliran),Ms,TECTONIC
61200596,2015,5,30,1,40,0,7.24,123.93,631.0,4.9,036 km N 46° W of Upi (Maguindanao),Ms,TECTONIC
61200663,2015,6,15,21,4,0,4.27,125.87,130.0,5.8,136 km S 19° E of Sarangani (Davao Occidental),Mw,TECTONIC
61200718,2015,7,3,6,43,0,10.31,126.38,26.0,6.1,047 km N 47° E of Burgos (Surigao del Norte),Mw,TECTONIC
61200731,2015,7,5,12,56,0,17.94,120.76,5.0,5.3,024 km S 60° E of Batac (Ilocos Norte),Ms,TECTONIC
61200747,2015,7,8,12,1,0,9.92,126.27,18.0,5.0,023 km S 63° E of Burgos (Surigao del Norte),Ms,TECTONIC
61200785,2015,7,16,1,44,0,7.05,122.77,29.0,4.5,031 km S 19° W of Olutanga (Zamboanga Sibugay),Ms,TECTONIC
61200788,2015,7,16,20,53,0,9.12,127.08,1.0,5.1,096 km N 88° E of Tandag ( Surigao del Sur),Ms,TECTONIC
61200796,2015,7,17,14,20,0,9.13,126.97,29.0,5.0,086 km N 87° E of Tandag ( Surigao del Sur),Ms,TECTONIC
61200798,2015,7,17,17,47,0,9.11,126.91,9.0,4.7,079 km N 88° E of Tandag ( Surigao del Sur),Ms,TECTONIC
61200804,2015,7,18,15,46,0,18.86,120.92,18.0,5.3,033 km N 31° W of Claveria (Cagayan),Ms,TECTONIC
61200833,2015,7,25,8,41,0,13.01,124.81,16.0,5.2,060 km N 18° E of Catarman (Northern Samar),Ms,TECTONIC
61200852,2015,7,28,18,51,0,4.79,123.25,598.0,4.8,190 km S 34° W of Palimbang (Sultan Kudarat),Ms,TECTONIC
61200876,2015,8,1,15,17,0,7.61,125.44,8.0,4.6,028 km N 47° W of Santo Tomas (Davao Del Norte),Ms,TECTONIC
61200885,2015,8,2,13,8,0,7.96,123.59,607.0,5.0,002 km N 13° E of Aurora (Zamboanga Del Sur),Ms,TECTONIC
61200907,2015,8,9,4,49,0,13.42,120.14,24.0,5.0,036 km N 90° W of Paluan (Occidental Mindoro),Ms,TECTONIC
61200925,2015,8,12,22,21,0,20.96,122.1,188.0,4.7,033 km N 58° E of Itbayat (Batanes),Ms,TECTONIC
61200968,2015,8,21,20,17,0,21.01,121.09,33.0,4.8,082 km N 73° W of Itbayat (Batanes),Ms,TECTONIC
61201046,2015,9,2,1,18,0,4.23,124.75,312.0,6.1,155 km S 31° W of Sarangani (Davao Occidental),Mw,TECTONIC
61201126,2015,9,17,8,34,0,5.37,126.12,8.0,5.0,072 km S 84° E of Sarangani (Davao Occidental),Ms,TECTONIC
61201136,2015,9,19,0,48,0,3.37,126.73,15.0,4.9,268 km S 31° E of Sarangani (Davao Occidental),Ms,TECTONIC
61201181,2015,9,26,17,23,0,5.14,124.15,480.0,5.0,107 km S 29° W of Kiamba (Sarangani),Ms,TECTONIC
61201220,2015,10,7,14,37,0,12.33,123.73,11.0,4.7,015 km S 79° E of Masbate (Masbate),Ms,TECTONIC
61201251,2015,10,15,20,37,0,5.46,127.4,127.0,4.7,197 km S 48° E of Governor Generoso (Davao Oriental),Ms,TECTONIC
61201266,2015,10,19,13,50,0,13.85,120.38,104.0,5.8,020 km N 45° E of Looc (Occidental Mindoro),Mw,TECTONIC
61201278,2015,10,22,6,2,0,3.46,124.62,4.0,4.7,238 km S 23° W of Sarangani (Davao Occidental),Ms,TECTONIC
61201313,2015,10,27,2,32,0,6.18,125.62,64.0,4.9,008 km S 75° W  of Don Marcelino (Davao Occidental),Ms,TECTONIC
61201327,2015,10,30,6,58,0,12.58,125.9,84.0,4.9,062 km N 44° E of San Policarpo (Eastern Samar),Ms,TECTONIC
61201365,2015,11,6,17,33,0,7.18,125.52,14.0,4.7,016 km N 36° W of Davao City (Davao Del Sur),Ms,TECTONIC
61201369,2015,11,7,12,29,0,5.16,125.61,126.0,5.2,034 km S 27° E of Sarangani (Davao Occidental),Ms,TECTONIC
61201371,2015,11,7,19,40,0,16.57,119.41,26.0,5.7,055 km N 69° W of Bolinao (Pangasinan),Mw,TECTONIC
61201398,2015,11,15,4,16,0,5.13,127.54,101.0,4.7,228 km S 68° E of Jose Abad Santos (Davao Occidental),Ms,TECTONIC
61201426,2015,11,20,2,7,0,3.69,125.55,71.0,4.5,193km S 03° E of Sarangani (Davao Occidental),Ms,TECTONIC
61201447,2015,11,25,11,23,0,4.34,125.78,120.0,5.0,125 km S 16° E of Sarangani (Davao Occidental),Ms,TECTONIC
61201518,2015,12,10,10,0,0,6.41,126.23,26.0,4.6,032 km S 34° E of Governor Generoso (Davao Oriental),Ms,TECTONIC
61201556,2015,12,17,12,44,0,17.74,120.53,47.0,5.2,008 km S 86° E of Lapog (San Juan) (Ilocos Sur),Ms,TECTONIC
61201559,2015,12,18,3,39,0,4.27,125.87,123.0,4.6,136 km S 19° E of Sarangani (Davao Occidental),Ms,TECTONIC
61201563,2015,12,19,9,38,0,18.48,119.55,92.0,4.6,110 km N 63° W of Currimao (Ilocos Norte),Ms,TECTONIC
61201569,2015,12,20,9,28,0,13.1,124.49,108.0,5.3,033 km N 81° E of Prieto Diaz (Sorsogon),Ms,TECTONIC
61201608,2015,12,25,21,41,0,5.64,125.9,31.0,4.7,053 km N 64° E of Sarangani (Davao Occidental),Ms,TECTONIC
61201619,2015,12,26,22,11,0,10.09,126.31,60.0,5.2,030 km N 56° E of San Isidro (Surigao Del Norte),Ms,TECTONIC
61201623,2015,12,27,10,13,0,6.43,125.48,25.0,4.5,049 km N 45° E of General Santos City,Ms,TECTONIC
61201628,2015,12,27,22,17,0,4.36,125.96,95.0,4.8,131 km S 24° E of Sarangani (Davao Occidental),Ms,TECTONIC
61201629,2015,12,28,1,31,0,6.34,125.98,6.0,4.6,036 km N 63° E of Don Marcelino (Davao Occidental),Ms,TECTONIC
61201637,2015,12,31,0,53,0,21.11,121.87,120.0,4.6,035 km N 03° E of Ibayat (Batanes),Ms,TECTONIC
61201661,2016,1,4,14,36,16,19.11,121.14,15.0,5.0,039 km S 62° W of Calayan (Cagayan),Ms,TECTONIC
61201664,2016,1,4,17,20,2,21.17,121.23,14.0,4.6,075 km N 55° W of Itbayat (Batanes),Ms,TECTONIC
61201679,2016,1,5,20,36,16,10.15,126.37,12.0,5.2,035 km N 66° E of Burgos (Surigao del Norte),Ms,TECTONIC
61201703,2016,1,10,12,45,13,4.37,127.39,158.0,4.8,258 km S 50° E of Jose Abad Santos (Davao Occidental),Ms,TECTONIC
61201707,2016,1,11,16,37,59,3.33,127.36,29.0,6.4,313 km S 42° E of Sarangani (Davao Occidental),Ms,TECTONIC
61201708,2016,1,11,17,1,22,3.46,126.89,25.0,4.8,269 km S 36° E of Sarangani (Davao Occidental),Ms,TECTONIC
61201709,2016,1,11,19,14,41,3.59,127.47,10.0,4.7,301 km S 47° E of Sarangani (Davao Occidental),Ms,TECTONIC
61201711,2016,1,11,21,20,31,2.99,126.61,32.0,4.6,280 km S 26° E of Sarangani (Davao Occidental),Ms,TECTONIC
61201714,2016,1,12,12,27,18,3.15,126.94,19.0,4.8,292 km S 33° E of Sarangani (Davao Occidental),Ms,TECTONIC
61201719,2016,1,13,7,52,29,12.22,125.9,69.0,4.8,043 km N 84° E of San Policarpo (Eastern Samar),Ms,TECTONIC
61201727,2016,1,14,5,55,35,5.51,126.14,56.0,4.5,072 km S 54° E of Jose Abad Santos (Davao Occidental),Ms,TECTONIC
61201729,2016,1,14,13,14,48,9.52,126.36,11.0,5.5,037 km S 37° E of General Luna (Surigao del Norte),Ms,TECTONIC
61201781,2016,1,21,20,23,0,3.68,126.96,83.0,4.9,255 km S 40° E of Sarangani (Davao Occidental),mb,TECTONIC
61201803,2016,1,25,9,17,50,3.52,128.5,46.0,5.0,397 km S 58° E of Sarangani (Davao Occidental),Ms,TECTONIC
61201818,2016,1,29,2,29,17,19.31,121.17,89.0,5.0,079 km N 07° E of Claveria (Cagayan),Ms,TECTONIC
61201855,2016,2,3,16,5,9,6.24,125.5,60.0,4.7,021 km N 79° W of Don Marcelino (Davao Occidental),Ms,TECTONIC
61201856,2016,2,3,21,1,9,19.32,121.2,8.0,4.5,027 km N 82° W of Calayan (Cagayan),Ms,TECTONIC
61201863,2016,2,4,22,41,32,13.66,122.38,11.0,5.0,014 km S 47° W of Buenavista (Quezon),Ms,TECTONIC
61201868,2016,2,5,5,0,45,13.79,122.29,10.0,5.2,011 km S 16° E of Lopez (Quezon),Ms,TECTONIC
61201897,2016,2,8,15,25,11,5.78,126.66,72.0,4.7,116 km S 84° E of Jose Abad Santos (Davao Occidental),Ms,TECTONIC
61201930,2016,2,13,0,59,20,6.76,123.84,583.0,4.6,028 km N 63° W of Lebak (Sultan Kudarat),Ms,TECTONIC
61201936,2016,2,13,20,14,33,10.55,125.24,211.0,4.7,009 km N 75°E of Silago (Southern Leyte),Ms,TECTONIC
61201957,2016,2,17,7,32,5,4.76,128.24,87.0,4.8,315 km S 76° E of Sarangani (Davao Occidental),Ms,TECTONIC
61201958,2016,2,17,15,48,11,6.98,127.07,12.0,4.8,064 km S 67° E of Manay (Davao Oriental),Ms,TECTONIC
61201973,2016,2,18,16,38,56,6.56,126.97,53.0,4.5,079 km S 47° E of Tarragona (Davao Oriental),Ms,TECTONIC
61201974,2016,2,18,17,49,20,12.49,123.57,7.0,4.8,016 km N 08° W of Masbate (Masbate),Ms,TECTONIC
61201975,2016,2,18,20,50,3,13.08,125.05,52.0,4.6,056 km N 04° E of Laoang (Northern Samar),Ms,TECTONIC
61201979,2016,2,19,17,20,30,12.56,125.85,55.0,4.6,072 km N 50° E of San Policarpo (Eastern Samar),Ms,TECTONIC
61202022,2016,2,26,19,51,2,7.19,126.66,47.0,4.7,014 km S 81°E of Manay (Davao Oriental),Ms,TECTONIC
61202023,2016,2,27,3,31,7,3.47,124.76,252.0,4.5,231 km S 20°W of Sarangani (Davao Occidental),Ms,TECTONIC
61202031,2016,2,28,9,6,26,5.18,125.34,188.0,5.6,031 km S 27°W of Sarangani (Davao Occidental),Ms,TECTONIC
61202067,2016,3,3,16,23,2,3.59,126.19,96.0,5.1,219 km S 21°E of Sarangani (Davao Occidental),Ms,TECTONIC
61202068,2016,3,4,3,59,41,3.94,125.98,6.0,4.7,178 km S 20°E of Sarangani (Davao Occidental),Ms,TECTONIC
61202081,2016,3,5,15,43,4,14.96,122.7,38.0,4.6,044 km N 53°E of Jomalig (Quezon),Ms,TECTONIC
61202104,2016,3,8,19,42,33,6.61,125.67,171.0,4.5,023 km N 16° E of Malita (Davao Occidental),Ms,TECTONIC
61202127,2016,3,12,4,0,29,18.19,126.13,41.0,5.5,049 km N 88° W of Laoag City,Ms,TECTONIC
61202132,2016,3,13,5,51,20,14.67,123.14,34.0,4.7,057 km N 42° E of Paracale (Camarines Norte),Ms,TECTONIC
61202157,2016,3,16,12,4,51,4.52,125.06,40.0,5.0,111 km S 24° W of Sarangani (Davao Occidental),Ms,TECTONIC
61202158,2016,3,16,13,9,52,4.69,124.98,44.0,5.6,099 km S 33° W of Sarangani (Davao Occidental),Ms,TECTONIC
61202163,2016,3,16,22,46,35,15.2,119.98,23.0,4.8,015 km S 02° E of Iba (Zambales),Ms,TECTONIC
61202189,2016,3,19,19,43,45,14.58,123.52,30.0,4.5,078 km N 14° W of Garchitorena (Camarines Sur),Ms,TECTONIC
61202202,2016,3,20,18,26,46,10.01,125.96,34.0,4.6,016 km N 02° W of Del Carmen (Surigao Del Norte),Ms,TECTONIC
61202298,2016,4,3,19,9,26,15.31,122.63,16.0,4.8,072 km N 23° E of Jomalig (Quezon),Ms,TECTONIC
61202306,2016,4,5,8,29,2,3.01,128.3,81.0,5.9,413 km S 49° E of Sarangani (Davao Occidental),Ms,TECTONIC
61202308,2016,4,5,11,0,22,3.76,126.65,42.0,4.8,227 km S 35° E of Sarangani (Davao Occidental),Ms,TECTONIC
61202310,2016,4,5,16,21,0,20.12,122.38,25.0,4.8,052 km S 61° E of Uyugan (Batanes),Ms,TECTONIC
61202316,2016,4,6,22,19,12,3.0,125.79,127.0,4.7,272 km S 07° E of Sarangani (Davao Occidental),Ms,TECTONIC
61202353,2016,4,13,18,21,52,7.83,121.96,27.0,6.0,020 km N 83° W of Baliguian (Zamboanga Del Norte),Ms,TECTONIC
61202381,2016,4,19,17,17,37,7.97,126.45,63.0,5.0,020 km N 01° W of Cateel (Davao Oriental),Ms,TECTONIC
61202390,2016,4,20,16,3,23,5.16,126.79,69.0,4.8,150 km S 78° E of Sarangani (Davao Occidental),Ms,TECTONIC
61202425,2016,4,25,18,13,15,20.9,121.19,5.0,5.3,069km N 80° W of Itbayat (Batanes),Ms,TECTONIC
61202434,2016,4,26,16,12,28,3.49,127.31,89.0,4.5,296km S 43° E of Sarangani (Davao Occidental),Ms,TECTONIC
61202444,2016,4,27,14,53,47,20.65,121.01,66.0,4.6,088km S 80° W of Itbayat (Batanes),Ms,TECTONIC
61202517,2016,5,5,8,21,42,20.07,121.81,5.0,4.5,034km S 15° W of Sabtang (Batanes),Ms,TECTONIC
61202573,2016,5,12,10,3,27,4.93,126.81,36.0,4.9,155km S 57° E of Sarangani (Davao Occidental),Ms,TECTONIC
61202577,2016,5,13,0,7,15,12.03,124.88,16.0,4.7,032km N 02° E of Catbalogan (Samar),Ms,TECTONIC
61202580,2016,5,13,10,3,17,5.15,127.42,127.0,4.8,215km S 68° E of Jose Abad Santos (Davao Occidental),Ms,TECTONIC
61202609,2016,5,17,13,58,18,5.85,126.02,112.0,4.7,045km S 85° E of Jose Abad Santos (Davao Occidental),Ms,TECTONIC
61202669,2016,5,23,23,57,32,17.41,120.42,49.0,4.9,007 km N 53° W of Santa Maria (Ilocos Sur),Ms,TECTONIC
61202685,2016,5,25,19,10,16,8.76,126.57,25.0,4.8,030 km S 80° E of Marihatag (Surigao del Sur),Ms,TECTONIC
61202731,2016,5,31,11,32,14,9.46,126.16,30.0,4.9,024 km N 57° E of Cantilan (Surigao Del Sur),Ms,TECTONIC
61202733,2016,5,31,16,29,46,13.09,120.46,29.0,4.8,026 km S 44° W of Mamburao (Occidental Mindoro),Ms,TECTONIC
61202756,2016,6,3,11,50,18,20.4,120.45,43.0,5.1,152 km S 73° W of Itbayat (Batanes),Ms,TECTONIC
61202801,2016,6,9,19,54,33,16.47,120.95,5.0,5.2,007 km S 48° W of Ambaguio (Nueva Vizcaya),Ms,TECTONIC
61202817,2016,6,10,18,52,4,16.46,120.93,4.0,4.9,009 km S 55° W of Ambaguio (Nueva Vizcaya),Ms,TECTONIC
61202840,2016,6,12,22,55,34,11.13,126.58,29.0,4.7,095 km N 84° E of Guiuan (Eastern Samar),Ms,TECTONIC
61202848,2016,6,13,17,59,1,4.47,127.97,78.0,4.6,297 km S 69° E of Sarangani (Davao Occidental),Ms,TECTONIC
61202890,2016,6,19,18,20,54,19.91,121.32,21.0,5.6,075 km S 51° W of Sabtang (Batanes),Ms,TECTONIC
61202932,2016,6,25,6,40,26,6.45,126.25,41.0,5.0,029 km S 41° E of Governor Generoso (Davao Oriental),Ms,TECTONIC
61202953,2016,6,27,22,43,58,9.7,126.47,14.0,4.5,035 km S 75° E of General Luna (Surigao Del Norte),Ms,TECTONIC
61203018,2016,7,6,21,0,48,6.74,126.25,54.0,4.9,021 km N 62° E of Governor Generoso (Davao Oriental),Ms,TECTONIC
61203029,2016,7,8,23,16,50,8.49,125.69,57.0,5.3,009 km N 80° W of Talacogon (Agusan Del Sur),Ms,TECTONIC
61203042,2016,7,10,5,37,39,8.47,125.8,60.0,4.7,003km N 39° E of Talacogon (Agusan Del Sur),Ms,TECTONIC
61203126,2016,7,19,15,1,8,19.23,121.21,20.0,4.8,071km N 11° E of Claveria (Cagayan),Ms,TECTONIC
61203172,2016,7,24,1,45,9,20.65,121.11,9.0,4.7,079 km S 78° W of Itbayat (Batanes),Ms,TECTONIC
61203173,2016,7,24,4,22,16,11.95,121.55,21.0,4.5,002 km N of Caluya (Antique),Ms,TECTONIC
61203195,2016,7,25,15,5,33,7.55,121.79,43.0,4.8,041 km S 65° W of Siocon (Zamboanga Del Norte),Ms,TECTONIC
61203204,2016,7,26,14,29,7,9.63,125.47,9.0,5.2,007 km S 61° W of Sison (Surigao Del Norte),Ms,TECTONIC
61203209,2016,7,27,11,56,10,11.0,124.62,5.0,5.2,002 km N 79° E of Ormoc City (Leyte),Ms,TECTONIC
61203316,2016,8,6,9,8,22,6.18,125.29,72.0,5.4,015 km N 62° E of General Santos City,Ms,TECTONIC
61203357,2016,8,9,10,56,57,10.01,123.12,13.0,4.5,009 km N 69° W of Jimalalud (Negros Oriental),Ms,TECTONIC
61203379,2016,8,9,10,56,57,5.31,125.62,139.0,5.4,022 km S 51° E of Sarangani (Davao Occidental),Ms,TECTONIC
61203383,2016,8,9,10,56,57,5.53,125.3,51.0,5.3,022 km N 59° W of Sarangani (Davao Occidental),Ms,TECTONIC
61203389,2016,8,13,14,4,59,11.59,124.34,5.0,5.0,007 km N 62° W of Naval (Biliran),Ms,TECTONIC
61203399,2016,8,15,5,28,12,5.72,126.21,97.0,4.7,068 km S 75° E of Jose Abad Santos (Davao Occidental),Ms,TECTONIC
61203400,2016,8,15,11,32,1,10.93,122.12,29.0,5.3,008 km S 09° W of Valderrama (Antique),Ms,TECTONIC
61203421,2016,8,16,17,38,6,14.97,122.05,34.0,4.5,016 km N 35° E of Burdeos (Quezon),Ms,TECTONIC
61203495,2016,8,26,15,53,20,10.13,126.12,35.0,4.8,013km N 23° E of Burgos (Surigao Del Norte),Ms,TECTONIC
61203570,2016,9,2,8,39,15,6.4,123.77,1.0,5.0,037km S 59° W of Kalamansig (Sultan Kudarat),Ms,TECTONIC
61203573,2016,9,2,12,2,48,6.43,123.81,1.0,4.7,031km S 58° W of Kalamansig (Sultan Kudarat),Ms,TECTONIC
61203591,2016,9,4,2,38,11,8.33,125.87,6.0,6.0,016km S 35° E of Talacogon (Agusan del Sur),Ms,TECTONIC
61203598,2016,9,4,7,54,40,8.36,125.91,17.0,4.6,017km S 54° E of Talacogon (Agusan del Sur),Ms,TECTONIC
61203669,2016,9,7,4,54,22,8.32,125.97,8.0,4.8,024km S 55° E of Talacogon (Agusan Del Sur),Ms,TECTONIC
61203725,2016,9,10,16,29,3,5.3,127.02,50.0,5.4,169km S 68° E of Jose Abad Santos (Davao Occidental),Ms,TECTONIC
61203790,2016,9,16,7,50,50,5.84,125.72,179.0,5.3,012 km S 68° E of Jose Abad Santos (Davao Occidental),Ms,TECTONIC
61203817,2016,9,18,1,25,48,9.15,125.91,10.0,4.5,015km S 51° W of Carmen (Surigao Del Sur),Ms,TECTONIC
61203883,2016,9,23,22,53,8,6.59,126.5,38.0,6.5,051km S 38° E of Mati (Davao Oriental),Ms,TECTONIC
61203884,2016,9,23,23,45,36,6.62,126.46,36.0,4.9,046km S 36° E of Mati (Davao Oriental),Ms,TECTONIC
61204052,2016,10,1,22,22,39,9.72,125.34,6.0,4.6,013 km N 31° W of Malimono (Surigao Del Norte),Ms,TECTONIC
61204063,2016,10,2,13,40,8,16.49,119.71,25.0,5.5,022 km N 61° W of Bolinao (Pangasinan),Ms,TECTONIC
61204104,2016,10,6,2,25,10,9.32,126.22,25.0,4.5,006 km N 32° E of Cortes (Surigao Del Sur),Ms,TECTONIC
61204113,2016,10,6,19,9,47,12.25,125.09,41.0,4.5,025 km N 63 E of Matuguinao (Samar),Ms,TECTONIC
61204155,2016,10,9,15,4,51,14.9,119.37,20.0,4.6,078 km S 86° W of San Antonio (Zambales),Ms,TECTONIC
61204161,2016,10,10,9,52,23,5.64,126.87,12.0,4.6,141 km S 79° E of Jose Abad Santos (Davao Occidental),Ms,TECTONIC
61204179,2016,10,12,1,39,24,13.52,120.67,107.0,4.5,011 km N 39° W of Abra de Ilog (Occidental Mindoro),Ms,TECTONIC
61204207,2016,10,13,20,18,44,4.42,126.39,20.0,5.0,151 km S 42° E of Sarangani (Davao Occidental),Ms,TECTONIC
61204214,2016,10,14,18,29,4,9.06,125.4,26.0,5.0,011 km N 40° E of Nasipit (Agusan Del Norte),Ms,TECTONIC
61204247,2016,10,17,21,45,4,9.97,126.21,23.0,4.5,022 km N 88° E of San Benito (Surigao Del Norte),Ms,TECTONIC
61204425,2016,11,3,15,21,7,5.88,126.17,10.0,5.3,063km S 56° E of Don Marcelino (Davao Occidental),Ms,TECTONIC
61204449,2016,11,5,5,40,53,9.75,126.71,11.0,4.6,061km S 86° E of General Luna (Surigao Del Norte),Ms,TECTONIC
61204502,2016,11,10,7,10,59,14.83,121.4,11.0,5.0,025km N 71° W of General Nakar (Quezon),Ms,TECTONIC
61204544,2016,11,13,23,56,41,13.78,120.46,104.0,4.5,020 km S 72° W of Calatagan (Batangas),Ms,TECTONIC
61204593,2016,11,17,0,58,8,8.92,126.6,42.0,4.8,033 km S 89° E of Cagwait (Surigao Del Sur),Ms,TECTONIC
61204616,2016,11,19,17,36,25,3.61,125.9,108.0,4.7,207 km S 13° E of Sarangani (Davao Occidental),Ms,TECTONIC
61204618,2016,11,19,19,31,3,5.46,127.95,37.0,4.7,246 km S 58° E of Governor Generoso (Davao Oriental),Ms,TECTONIC
61204620,2016,11,19,23,1,14,3.72,123.08,546.0,4.7,314 km S 40° W of Kalingalan Caluang (Sulu),Ms,TECTONIC
61204631,2016,11,21,8,11,46,10.32,125.13,1.0,4.9,011 km S 42° W of Hinunangan (Southern Leyte),Ms,TECTONIC
61204681,2016,11,25,7,48,24,13.34,120.37,7.0,4.5,028 km N 63° W of Mamburao (Occidental Mindoro),Ms,TECTONIC
61204777,2016,12,4,5,24,7,4.71,127.8,144.0,5.3,271 km S 73° E of Sarangani (Davao Occidental),Ms,TECTONIC
61204866,2016,12,13,6,4,59,6.34,126.8,107.0,4.7,087 km S 67° E of Governor Generoso (Davao Oriental),Ms,TECTONIC
61204879,2016,12,13,21,39,26,12.35,125.54,4.0,4.5,019 km N 10° E of San Policarpo (Eastern Samar),Ms,TECTONIC
61204890,2016,12,15,1,6,22,10.26,126.23,32.0,5.0,031 km N 33°E of Burgos (Surigao Del Norte),Ms,TECTONIC
61204922,2016,12,19,20,44,41,10.11,125.95,49.0,5.3,014 km N 42° W of Santa Monica (Surigao Del Norte),Ms,TECTONIC
61204950,2016,12,22,3,2,19,11.75,125.99,63.0,5.1,060 km N 63° E of Maydolong (Eastern Samar),Ms,TECTONIC
61204972,2016,12,23,16,9,30,10.04,126.4,8.0,5.3,036 km N 72° E of San Isidro (Surigao Del Norte),Ms,TECTONIC
61204982,2016,12,23,18,16,56,10.02,126.52,8.0,4.5,049 km N 79° E of San Isidro (Surigao Del Norte),Ms,TECTONIC
61205018,2016,12,26,1,23,38,19.08,121.27,20.0,5.0,030 km S 43° W of Calayan (Cagayan),Ms,TECTONIC
61205035,2016,12,27,4,7,43,15.55,119.79,29.0,4.5,017 km N 85° W of Masinloc (Zambales),Ms,TECTONIC
61205167,2017,1,7,2,38,0,5.62,126.6,57.0,4.7,113 km S 75° E of Jose Abad Santos (Davao Occidental),Ms,TECTONIC
61205189,2017,1,9,9,20,0,18.28,120.25,27.0,4.9,038 km N 76° W of Laoag City,Ms,TECTONIC
61205199,2017,1,10,6,13,0,4.38,122.84,654.0,7.2,235 km S 26° E of Tongkil (Sulu),Mw,TECTONIC
61205200,2017,1,10,6,25,0,4.16,122.85,654.0,4.9,257 km S 24° E of Tongkil (Sulu),Ms,TECTONIC
61205209,2017,1,11,6,24,0,13.47,124.21,12.0,5.1,013 km S 08° W of Virac (Catanduanes),Ms,TECTONIC
61205340,2017,1,21,5,16,0,2.53,128.23,91.0,5.6,444 km S 43° E of Sarangani (Davao Occidental),Mw,TECTONIC
