eventID,year,month,day,hour,minute,second,lat,lon,depth_km,mag,location,mag_type,event_type
61216528,2018,12,23,21,28,0,3.49,122.61,599.0,4.6,301 km S 51° E of South Ubian (Tawi-tawi),Ms,TECTONIC
61216542,2018,12,24,14,43,0,9.84,123.15,7.0,4.9,002 km S 36° E of Ayungon (Negros Oriental),Ms,TECTONIC
61216627,2018,12,29,3,39,0,5.48,127.05,60.0,7.2,168 km S 40° E of Governor Generoso (Davao Oriental),Mw,TECTONIC
61216645,2018,12,29,9,12,0,5.66,127.09,35.0,5.6,157 km S 46° E of Governor Generoso (Davao Oriental),Mw,TECTONIC
61216752,2018,12,31,23,9,25,2.86,126.65,61.0,4.7,314 km S 25° E of Sarangani (Davao Occidental),Ms,TECTONIC
61216766,2019,1,1,4,19,13,8.6,125.82,18.0,4.6,011 km N 77° W of Prosperidad (Agusan del Sur),Ms,TECTONIC
61216855,2019,1,5,1,4,19,4.47,126.19,120.0,4.8,133 km S 37° E of Sarangani (Davao Occidental),Ms,TECTONIC
61216868,2019,1,5,20,42,51,17.77,122.95,32.0,4.8,084 km N 55° E of Divilacan (Isabela),Ms,TECTONIC
61216892,2019,1,7,3,11,53,7.91,121.93,30.0,5.5,026 km N 66° W of Baliguan (Zamboanga del Norte),Ms,TECTONIC
61217003,2019,1,12,13,20,11,18.13,120.51,38.0,4.7,011 km S 49° W of Laoag City (Ilocos Norte),Ms,TECTONIC
61217044,2019,1,15,20,3,22,5.95,126.87,40.0,6.0,117 km S 49° E of Governor Generoso (Davao Oriental),Ms,TECTONIC
61217052,2019,1,16,10,53,34,4.44,127.96,97.0,5.4,297 km S 68° E of Sarangani (Davao Occidental),Ms,TECTONIC
61217086,2019,1,18,18,51,55,2.96,129.06,127.0,5.0,483 km S 55° E of Sarangani (Davao Occidental),Ms,TECTONIC
61217121,2019,1,20,7,47,55,5.62,121.69,40.0,4.7,089 km S 58° E of Jolo (Sulu),Ms,TECTONIC
61217149,2019,1,21,16,47,51,4.31,126.35,3.0,5.1,157 km S 38° E of Sarangani (Davao Occidental),Ms,TECTONIC
61217211,2019,1,24,8,34,53,19.17,121.25,27.0,5.5,026 km S 61° W of Calayan (Cagayan),Ms,TECTONIC
61217262,2019,1,27,6,24,53,11.51,125.95,7.0,5.1,042 km N 61° E of Hernani (Eastern Samar),Ms,TECTONIC
61217277,2019,1,28,6,6,13,9.76,126.58,13.0,4.7,046 km S 87° E of General Luna (Surigao Del Norte),Ms,TECTONIC
61217305,2019,1,29,5,26,40,4.99,125.94,94.0,4.5,072 km S 46° E of Sarangani (Davao Occidental),Ms,TECTONIC
61217325,2019,1,30,3,27,50,11.49,125.9,5.0,4.8,036 km N 60° E of Hernani (Eastern Samar),Ms,TECTONIC
61217419,2019,2,4,0,32,11,13.25,125.09,3.0,4.7,076 km N 06° E of Laoang (Northern Samar),Ms,TECTONIC
61217434,2019,2,4,12,55,38,17.15,120.51,73.0,4.8,004 km S 88° W of Bauguen (Salcedo) (Ilocos Sur),Ms,TECTONIC
61217473,2019,2,5,23,17,47,2.76,128.46,195.0,5.0,443 km S 48° E of Sarangani (Davao Occidental),Ms,TECTONIC
61217478,2019,2,6,10,25,19,15.91,120.31,131.0,5.5,008 km N 73° E of Aguilar (Pangasinan),Ms,TECTONIC
61217514,2019,2,8,11,55,5,9.79,126.59,11.0,5.9,048 km N 89° E of General Luna (Surigao Del Norte),Ms,TECTONIC
61217521,2019,2,8,12,29,28,9.88,126.3,24.0,4.7,019 km N 55° E of General Luna (Surigao Del Norte),Ms,TECTONIC
61217526,2019,2,8,12,45,38,9.76,126.57,11.0,4.7,046 km S 86° E of General Luna (Surigao Del Norte),Ms,TECTONIC
61217569,2019,2,8,15,28,32,9.82,126.47,10.0,4.7,035 km N 84° E of General Luna (Surigao Del Norte),Ms,TECTONIC
61217576,2019,2,8,16,9,26,9.7,126.53,12.0,4.7,042 km S 77° E of General Luna (Surigao Del Norte),Ms,TECTONIC
61217626,2019,2,8,20,37,46,9.82,126.65,9.0,4.5,055 km N 86° E of General Luna (Surigao Del Norte),Ms,TECTONIC
61217631,2019,2,8,21,9,57,9.81,126.64,5.0,4.9,053 km N 87° E of General Luna (Surigao Del Norte),Ms,TECTONIC
61217637,2019,2,8,21,48,18,9.89,126.54,9.0,4.9,044 km N 74° E of General Luna (Surigao Del Norte),Ms,TECTONIC
61217758,2019,2,9,22,21,15,9.82,126.36,3.0,5.1,023 km N 79° E of General Luna (Surigao Del Norte),Ms,TECTONIC
61217835,2019,2,10,14,33,32,9.86,126.34,2.0,5.1,022 km N 68° E of General Luna (Surigao Del Norte),Ms,TECTONIC
61217920,2019,2,12,8,1,17,4.59,126.19,45.0,5.1,123 km S 40° E of Sarangani (Davao Occidental),Ms,TECTONIC
61217949,2019,2,13,6,50,1,9.68,126.56,13.0,4.9,046 km S 76° E of General Luna (Surigao Del Norte),Ms,TECTONIC
61217960,2019,2,13,12,33,16,9.68,126.54,12.0,4.9,044 km S 75° E of General Luna (Surigao Del Norte),Ms,TECTONIC
61218034,2019,2,15,16,20,53,6.65,126.93,59.0,4.5,069 km S 50° E of Tarragona (Davao Oriental),Ms,TECTONIC
61218081,2019,2,17,20,36,58,20.55,122.09,155.0,4.7,016 km N 50° E of Basco (Batanes),Ms,TECTONIC
61218119,2019,2,19,12,51,7,3.87,127.91,47.0,4.6,321 km S 57° E of Sarangani (Davao Occidental),Ms,TECTONIC
61218120,2019,2,19,12,56,47,3.38,128.6,40.0,4.9,415 km S 57° E of Sarangani (Davao Occidental),Ms,TECTONIC
61218197,2019,2,23,4,14,40,14.98,119.96,25.0,4.8,015 km N 75° W of San Antonio (Zambales),Ms,TECTONIC
61218216,2019,2,24,19,27,54,17.94,120.17,39.0,4.6,031 km N 76° W of Sinait (Ilocos Sur),Ms,TECTONIC
61218308,2019,3,1,1,0,40,4.93,125.46,186.0,5.1,055 km S 02° W of Sarangani (Davao Occidental),Ms,TECTONIC
61218338,2019,3,1,20,51,0,17.06,120.6,100.0,4.7,002 km N 70° W of Sigay (Ilocos Sur),Ms,TECTONIC
61218356,2019,3,2,19,46,22,18.63,120.37,28.0,5.3,032 km N 66° W of Burgos (Ilocos Norte),Ms,TECTONIC
61218438,2019,3,6,0,12,55,8.34,127.31,14.0,5.5,108 km S 88° E of Hinatuan (Surigao Del Sur),Ms,TECTONIC
61218526,2019,3,8,15,6,13,10.37,126.13,17.0,6.2,039 km N 09° E of Burgos (Surigao Del Norte),Ms,TECTONIC
61218648,2019,3,11,18,36,42,11.18,126.41,25.0,4.7,076 km N 78° E of Guiuan (Eastern Samar),Ms,TECTONIC
61218744,2019,3,14,23,2,46,9.47,126.11,13.0,4.6,021 km N 44° E of Cantilan (Surigao Del Sur),Ms,TECTONIC
61218775,2019,3,15,23,7,54,6.14,125.34,96.0,5.6,009 km N 50° E of Alabel (Sarangani),Ms,TECTONIC
61218783,2019,3,16,9,58,18,13.6,120.63,114.0,5.2,020 km N 33° W of Abra De Ilog (Occidental Mindoro),Ms,TECTONIC
61218857,2019,3,19,8,1,22,11.11,126.4,33.0,4.7,074 km N 83° E of Guiuan (Eastern Samar),Ms,TECTONIC
61218862,2019,3,19,14,35,25,2.21,128.25,89.0,4.8,471 km S 41 E of Sarangani (Davao Occidental),Ms,TECTONIC
61218870,2019,3,19,17,39,52,11.21,126.51,1.0,4.5,088 km N 78° E of Guiuan (Eastern Samar),Ms,TECTONIC
61219019,2019,3,25,2,53,0,9.8,123.96,9.0,4.5,006 km N 75° E of Antequera (Bohol),Ms,TECTONIC
61219186,2019,4,1,2,16,53,10.61,125.93,28.0,5.4,047 km N 54° E of Loreto (Dinagat),Ms,TECTONIC
61219322,2019,4,6,13,57,24,5.35,125.63,196.0,4.8,020 km S 63° E of Sarangani (Davao Occidental),Ms,TECTONIC
61219339,2019,4,6,21,58,37,11.69,125.85,10.0,5.2,043 km N 61° E of Maydolong (Eastern Samar),Ms,TECTONIC
61219385,2019,4,8,2,59,51,20.2,122.0,13.0,4.5,029 km S 06° E of Basco (Batanes),Ms,TECTONIC
61219486,2019,4,12,3,46,38,20.12,121.33,32.0,4.8,061 km S 67° W of Sabtang (Batanes),Ms,TECTONIC
61219565,2019,4,15,1,32,59,19.17,120.88,4.0,5.2,062 km S 78° W of Calayan (Cagayan),Ms,TECTONIC
61219705,2019,4,19,7,29,53,5.19,126.96,43.0,5.3,168 km S 81° E of Sarangani (Davao Occidental),Ms,TECTONIC
61219812,2019,4,22,9,11,9,15.02,120.34,10.0,6.1,018 km N 58° E of Castillejos (Zambales),Ms,TECTONIC
61219895,2019,4,23,5,37,51,11.79,125.37,61.0,6.5,010 km N 65° W of San Julian (Eastern Samar),Ms,TECTONIC
61219899,2019,4,23,6,41,12,11.89,125.31,61.0,4.6,022 km N 47° W of San Julian (Eastern Samar),Ms,TECTONIC
61219949,2019,4,23,18,2,54,15.02,120.32,9.0,4.5,016 km N 54° E of Castillejos (Zambales),Ms,TECTONIC
61219963,2019,4,24,3,28,32,3.04,127.85,270.0,4.5,374 km S 45° E of Sarangani (Davao Occidental),Ms,TECTONIC
61219964,2019,4,24,3,43,49,7.92,126.84,14.0,4.7,049 km N 38° E of Baganga (Davao Oriental),Ms,TECTONIC
61220038,2019,4,25,19,0,8,18.21,120.59,3.0,4.6,004 km N 02° W of San Nicolas (Ilocos Norte),Ms,TECTONIC
61220052,2019,4,26,5,26,59,9.78,126.79,11.0,5.5,070 km S 90° E of General Luna (Surigao Del Norte),Ms,TECTONIC
61220058,2019,4,26,6,4,18,9.77,126.77,3.0,5.0,067 km S 89° E of General Luna (Surigao Del Norte),Ms,TECTONIC
61220078,2019,4,26,8,4,22,9.79,126.74,12.0,5.5,064 km N 89° E of General Luna (Surigao Del Norte),Ms,TECTONIC
61220105,2019,4,26,10,54,51,9.68,126.72,8.0,4.8,063 km S 80° E of General Luna (Surigao Del Norte),Ms,TECTONIC
61220152,2019,4,26,19,11,26,9.75,126.92,6.0,4.8,083 km S 87° E of General Luna (Surigao Del Norte),Ms,TECTONIC
61220164,2019,4,26,20,8,51,9.68,126.88,28.0,4.6,080 km S 82° E of General Luna (Surigao Del Norte),Ms,TECTONIC
61220167,2019,4,26,20,28,27,9.84,126.9,3.0,4.9,082 km N 86° E of General Luna (Surigao Del Norte),Ms,TECTONIC
61220175,2019,4,26,21,22,52,9.69,126.76,10.0,4.5,067 km S 81° E of General Luna (Surigao Del Norte),Ms,TECTONIC
61220217,2019,4,27,11,11,20,9.85,126.57,8.0,4.7,046 km N 80° E of General Luna (Surigao Del Norte),Ms,TECTONIC
61220260,2019,4,27,20,26,48,9.59,126.77,9.0,4.5,071 km S 73° E of General Luna (Surigao Del Norte),Ms,TECTONIC
61220299,2019,4,28,3,59,51,9.6,126.78,2.0,4.7,072 km S 74° E of General Luna (Surigao Del Norte),Ms,TECTONIC
61220304,2019,4,28,5,59,15,9.8,126.71,7.0,4.6,060 km N 89° E of General Luna (Surigao Del Norte),Ms,TECTONIC
61220307,2019,4,28,6,57,48,9.8,126.68,6.0,4.5,058 km N 89° E of General Luna (Surigao Del Norte),Ms,TECTONIC
61220399,2019,4,29,17,33,29,18.19,119.98,28.0,4.6,056 km N 71° W of Currimao (Ilocos Norte),Ms,TECTONIC
61220534,2019,5,3,4,57,4,5.15,125.97,75.0,4.7,064 km S 60° E of Sarangani (Davao Occidental),Ms,TECTONIC
61220560,2019,5,3,22,22,34,3.76,126.6,21.0,4.9,223 km S 34° E of Sarangani (Davao Occidental),Ms,TECTONIC
61220566,2019,5,4,1,5,7,12.33,120.81,8.0,5.5,022 km S 53° W of Rizal (Occidental Mindoro),Ms,TECTONIC
61220616,2019,5,4,22,32,8,8.77,126.99,9.0,4.6,076 km S 87° E of Marihatag (Surigao Del Sur),Ms,TECTONIC
61220618,2019,5,4,23,51,5,3.97,126.38,31.0,4.7,191 km S 32° E of Sarangani (Davao Occidental),Ms,TECTONIC
61220623,2019,5,5,1,56,4,8.83,126.99,23.0,5.0,076 km N 88° E of Marihatag (Surigao Del Sur),Ms,TECTONIC
61220667,2019,5,6,2,48,42,18.7,120.84,15.0,5.4,015 km N 22° E of Pagudpud (Ilocos Norte),Ms,TECTONIC
61220743,2019,5,8,3,0,59,11.74,125.79,5.0,4.7,037 km S 88° E of San Julian (Eastern Samar),Ms,TECTONIC
61220758,2019,5,8,18,4,20,8.89,127.12,13.0,4.5,090 km N 84° E of Marihatag (Surigao Del Sur),Ms,TECTONIC
61220870,2019,5,12,8,59,53,19.3,121.1,20.0,5.2,038 km N 87° W of Calayan (Cagayan),Ms,TECTONIC
61220987,2019,5,15,13,28,25,4.22,126.19,15.0,4.7,156 km S 30° E of Sarangani (Davao Occidental),Ms,TECTONIC
61221070,2019,5,17,15,18,20,2.99,128.69,253.0,4.5,448 km S 53° E of Sarangani (Davao Occidental),Ms,TECTONIC
61221160,2019,5,20,6,20,32,18.87,120.73,4.0,4.5,033 km N 12° W of Pagudpud (Ilocos Norte),Ms,TECTONIC
61221161,2019,5,20,6,52,37,3.99,123.19,590.0,4.7,270 km S 24° W of Palimbang (Sultan Kudarat),Ms,TECTONIC
61221170,2019,5,20,14,12,35,2.83,122.75,523.0,4.8,362 km S 44° E of South Ubian (Tawi-tawi),Ms,TECTONIC
61221180,2019,5,20,19,12,7,9.05,125.78,9.0,4.5,021 km S 87° E of Remedios Romualdez (Agusan Del Norte),Ms,TECTONIC
61221212,2019,5,22,10,52,12,3.77,127.31,32.0,4.6,261 km S 48° E of Sarangani (Davao Occidental),Ms,TECTONIC
61221399,2019,5,31,10,12,29,6.15,126.7,78.0,6.2,088 km S 51° E of Governor Generoso (Davao Oriental),Ms,TECTONIC
61221443,2019,6,1,9,45,26,6.09,126.7,76.0,5.4,093 km S 48° E of Governor Generoso (Davao Oriental),Ms,TECTONIC
61221557,2019,6,5,20,41,47,6.39,124.38,476.0,5.4,027 km N 47° E of Palimbang (Sultan Kudarat),Ms,TECTONIC
61221625,2019,6,8,13,23,32,9.65,127.0,2.0,4.7,098 km S 82° E of General Luna (Surigao Del Norte),Ms,TECTONIC
61221727,2019,6,11,17,42,23,9.91,126.35,12.0,4.5,025 km N 55° E of General Luna (Surigao Del Norte),Ms,TECTONIC
61221973,2019,6,20,2,4,38,5.49,126.9,106.0,4.8,149 km S 73° E of Jose Abad Santos (Davao Occidental),Ms,TECTONIC
61222158,2019,6,29,8,8,20,8.26,127.19,2.0,4.8,088 km N 74° E of Lingig (Surigao Del Sur),Ms,TECTONIC
61222175,2019,6,29,19,0,6,9.6,124.95,30.0,5.0,038 km S 20° W of Limasawa (Southern Leyte),Ms,TECTONIC
61222223,2019,7,1,16,59,24,9.19,124.32,554.0,5.9,051 km S 29° E of Lila (Bohol),Ms,TECTONIC
61222367,2019,7,8,0,59,24,9.42,126.27,29.0,4.9,018 km N 26° E of Cortes (Surigao Del Sur),Ms,TECTONIC
61222403,2019,7,9,12,36,58,6.83,125.02,10.0,5.6,016 km S 30° W of Makilala (North Cotabato),Ms,TECTONIC
61222418,2019,7,9,14,12,56,6.82,124.99,13.0,4.9,019 km S 35° W of Makilala (North Cotabato),Ms,TECTONIC
61222432,2019,7,9,15,31,45,6.8,125.03,14.0,4.8,018 km S 21° W of Makilala (North Cotabato),Ms,TECTONIC
61222474,2019,7,10,0,56,35,6.84,125.0,9.0,4.9,016 km S 37° W of Makilala (North Cotabato),Ms,TECTONIC
61222567,2019,7,12,20,42,54,9.32,125.99,4.0,5.5,007 km S 37° E of Carrascal (Surigao Del Sur),Ms,TECTONIC
61222591,2019,7,14,0,16,39,10.21,125.88,25.0,4.5,030 km N 45° W of Burgos (Surigao Del Norte),Ms,TECTONIC
61222842,2019,7,23,9,38,24,9.36,126.02,11.0,4.8,041 km N 83° E of Carrascal (Surigao Del Sur),Ms,TECTONIC
61222851,2019,7,23,13,10,59,20.24,122.78,23.0,4.8,088 km S 74° E of Basco (Batanes),Ms,TECTONIC
61222925,2019,7,26,20,16,53,20.98,122.21,15.0,5.4,043 km N 62° E of Itbayat (Batanes),Mw,TECTONIC
61222928,2019,7,26,23,37,53,21.07,121.96,8.0,5.9,033 km N 22° E of Itbayat (Batanes),Mw,TECTONIC
61222937,2019,7,27,1,24,42,20.89,121.84,13.0,5.8,011 km N 02° W of Itbayat (Batanes),Mw,TECTONIC
61222959,2019,7,27,10,11,32,20.78,122.07,15.0,5.3,023 km S 86° E of Itbayat (Batanes),Mw,TECTONIC
61223115,2019,8,2,16,10,9,6.02,126.03,144.0,5.6,048 km N 72° E of Jose Abad Santos (Davao Occidental),Mw,TECTONIC
61223116,2019,8,2,17,28,21,12.87,124.96,20.0,5.0,034 km N 06° E of Pambujan (Northern Samar),Ms,TECTONIC
61223141,2019,8,3,21,10,54,12.79,124.95,15.0,4.8,025 km N 05° E of Pambujan (Northern Samar),Ms,TECTONIC
61223425,2019,8,21,0,2,55,5.87,127.03,142.0,4.7,136 km S 51° E of Governor Generoso (Davao Oriental),Ms,TECTONIC
61223561,2019,8,29,10,20,33,7.32,127.12,5.0,4.6,061 km S 76° E of Baculin (Davao Oriental),Ms,TECTONIC
61223620,2019,8,31,13,2,19,7.47,126.76,29.0,5.2,025 km S 61° E of Baganga (Davao Oriental),Ms,TECTONIC
61223635,2019,8,31,23,48,0,9.33,126.54,17.0,4.5,039 km N 81° E of Cortes (Surigao Del Sur),Ms,TECTONIC
61223652,2019,9,1,11,57,31,5.14,126.84,33.0,4.6,159 km S 59° E of Jose Abad Santos (Davao Occidental),Ms,TECTONIC
61223744,2019,9,5,13,58,35,14.63,116.3,31.0,5.1,398 km S 77° W of Palauig (Zambales),Ms,TECTONIC
61223773,2019,9,6,10,32,55,13.84,120.46,89.0,4.9,019 km N 87° W of Calatagan (Batangas),Ms,TECTONIC
61223832,2019,9,8,13,49,10,5.61,125.74,46.0,5.0,034 km S 25° E of Jose Abad Santos (Davao Occidental),Ms,TECTONIC
61223858,2019,9,9,5,7,51,20.74,121.41,23.0,4.8,046 km S 82° W of Itbayat (Batanes),Ms,TECTONIC
61223868,2019,9,9,17,17,8,13.55,120.81,181.0,4.7,017 km N 72° W of Puerto Galera (Oriental Mindoro),Ms,TECTONIC
61223871,2019,9,10,5,39,22,6.55,126.42,59.0,5.8,039 km S 74° E of Governor Generoso (Davao Oriental),Mw,TECTONIC
61223893,2019,9,10,17,45,44,13.61,120.69,126.0,4.6,019 km N 15° W of Abra De Ilog (Occidental Mindoro),Ms,TECTONIC
61223962,2019,9,13,8,28,16,15.1,122.23,55.0,5.3,039 km N 45° E of Burdeos (Quezon),Mw,TECTONIC
61223964,2019,9,13,9,18,23,15.05,122.21,65.0,4.7,034 km N 49° E of Burdeos (Quezon),Ms,TECTONIC
61223988,2019,9,14,10,35,10,12.1,121.73,17.0,4.6,023 km N 82° W of San Jose (Romblon),Mw,TECTONIC
61224037,2019,9,16,9,56,50,10.14,126.2,9.0,4.5,019 km N 46° E of Burgos (Surigao Del Norte),Ms,TECTONIC
61224077,2019,9,18,7,0,56,5.07,126.64,28.0,5.6,136 km S 73° E of Sarangani (Davao Occidental),Ms,TECTONIC
61224124,2019,9,19,19,9,46,3.16,127.14,33.0,4.9,312 km S 36° E of Sarangani (Davao Occidental),Ms,TECTONIC
61224144,2019,9,20,18,4,19,14.1,124.59,1.0,5.0,037 km N 56° E of Panganiban (Payo) (Catanduanes),Mw,TECTONIC
61224233,2019,9,23,14,34,41,8.89,126.81,12.0,4.5,056 km S 87° E of Cagwait (Surigao Del Sur),Ms,TECTONIC
61224299,2019,9,25,20,57,30,8.92,126.97,3.0,4.5,073 km S 90° E of Cagwait (Surigao Del Sur),Ms,TECTONIC
61224382,2019,9,29,2,2,50,5.52,126.66,63.0,6.4,123 km S 71° E of Jose Abad Santos (Davao Occidental),Mw,TECTONIC
61224420,2019,9,29,7,40,14,5.43,126.63,58.0,5.3,123 km S 66° E of Jose Abad Santos (Davao Occidental),Mw,TECTONIC
61224591,2019,10,2,13,53,20,13.76,120.33,46.0,4.5,010 km N 64° E of Looc (Occidental Mindoro),Ms,TECTONIC
61224677,2019,10,5,18,28,27,10.35,126.14,20.0,4.5,037 km N 12° E of Burgos (Surigao Del Norte),Ms,TECTONIC
61224842,2019,10,11,1,55,6,6.82,125.04,4.0,4.9,016 km S 18° W of Makilala (North Cotabato),Mw,TECTONIC
61224943,2019,10,14,23,55,55,6.81,124.91,9.0,4.6,010 km S 63° E of Tulunan (North Cotabato),Ms,TECTONIC
61224978,2019,10,16,11,37,5,6.76,125.01,9.0,6.3,023 km S 62° E of Tulunan (Cotabato),Ms,TECTONIC
61224981,2019,10,16,12,9,29,6.76,125.01,9.0,5.5,022 km S 63° E of Tulunan (Cotabato),Ms,TECTONIC
61225104,2019,10,16,20,53,52,7.25,126.6,128.0,5.2,008 km N 56° E of Manay (Davao Oriental),Ms,TECTONIC
61225133,2019,10,17,1,28,47,4.55,126.42,66.0,5.3,143 km S 47° E of Sarangani (Davao Occidental),Ms,TECTONIC
61225135,2019,10,17,1,53,40,6.78,125.0,6.0,4.7,020 km S 69° E of Tulunan (North Cotabato),ML,TECTONIC
61225166,2019,10,17,6,18,19,6.83,124.83,15.0,5.2,002 km South° 00 of Tulunan (North Cotabato),Ms,TECTONIC
61225214,2019,10,17,15,5,51,6.81,125.05,16.0,4.8,025 km S 80° E of Tulunan (Cotabato),Ms,TECTONIC
61225236,2019,10,17,17,50,0,6.79,124.89,10.0,4.6,010 km S 45° E of Tulunan (Cotabato),Ms,TECTONIC
61225277,2019,10,18,10,56,21,6.78,124.97,16.0,4.7,018 km S 64° E of Tulunan (Cotabato),Ms,TECTONIC
61225328,2019,10,18,22,52,15,6.83,125.0,17.0,5.0,019 km S 82° E of Tulunan (Cotabato),Ms,TECTONIC
61225358,2019,10,19,11,44,28,6.85,125.01,6.0,4.9,021 km N 89° E of Tulunan (Cotabato),Ms,TECTONIC
61225409,2019,10,20,8,55,33,6.69,124.9,11.0,4.8,020 km S 25° E of Tulunan (Cotabato),Ms,TECTONIC
61225416,2019,10,20,11,50,36,6.79,125.01,14.0,4.9,021 km S 72° E of Tulunan (Cotabato),Ms,TECTONIC
61225417,2019,10,20,11,59,43,6.7,125.0,20.0,4.8,025 km S 47° E of Tulunan (Cotabato),Ms,TECTONIC
61225524,2019,10,21,23,49,23,8.32,126.22,134.0,4.7,017 km S 22° E of Tagbina (Surigao Del Sur),Ms,TECTONIC
61225560,2019,10,22,18,45,53,6.76,125.0,13.0,4.6,022 km S 62° E of Tulunan (Cotabato),Ms,TECTONIC
61225626,2019,10,24,18,9,43,11.88,126.23,19.0,4.5,086 km N 81° E of San Julian (Eastern Samar),Ms,TECTONIC
61225719,2019,10,27,18,52,15,9.62,122.42,32.0,4.5,011 km N 52° W of Hinoba-an (Negros Occidental),Ms,TECTONIC
61225771,2019,10,29,1,4,43,6.81,125.03,7.0,6.6,022 km S 79° E of Tulunan (Cotabato),Ms,TECTONIC
61225792,2019,10,29,2,22,34,6.83,125.03,5.0,4.9,022 km S 83° E of Tulunan (Cotabato),Ms,TECTONIC
61225794,2019,10,29,2,34,28,6.74,125.0,10.0,4.6,023 km S 57° E of Tulunan (Cotabato),Ms,TECTONIC
61225795,2019,10,29,2,42,38,6.86,125.01,9.0,6.1,021 km S 90° E of Tulunan (Cotabato),Ms,TECTONIC
61225870,2019,10,29,8,33,13,7.03,125.0,2.0,5.4,027 km N 44° E of Tulunan (Cotabato),ML,TECTONIC
61225874,2019,10,29,8,46,2,6.87,125.11,1.0,4.7,020 km N 70° E of Columbio (Sultan Kudarat),MLv,TECTONIC
61225941,2019,10,29,15,13,16,6.81,125.05,10.0,4.5,025 km S 81° E of Tulunan (Cotabato),Ms,TECTONIC
61225988,2019,10,29,21,22,7,6.86,125.06,5.0,5.0,012 km S 15° W of Makilala (Cotabato),Ms,TECTONIC
61226009,2019,10,30,1,38,0,6.83,125.04,11.0,4.5,024 km S 85° E of Tulunan (Cotabato),Ms,TECTONIC
61226044,2019,10,30,8,0,13,6.85,125.02,13.0,4.9,021 km S 88° E of Tulunan (Cotabato),Ms,TECTONIC
61226136,2019,10,30,20,35,48,6.82,125.0,9.0,4.7,019 km S 80° E of Tulunan (Cotabato),Ms,TECTONIC
61226139,2019,10,30,21,30,30,6.88,125.17,1.0,4.6,012 km S 47° E of Tulunan (Cotabato),Ms,TECTONIC
61226154,2019,10,31,1,11,18,6.92,125.06,8.0,6.5,027 km N 75° E of Tulunan (Cotabato),Ms,TECTONIC
61226367,2019,10,31,17,35,29,6.81,125.08,7.0,4.7,028 km S 81° E of Tulunan (Cotabato),Ms,TECTONIC
61226426,2019,11,1,2,33,54,2.73,126.82,33.0,5.5,334 km S 26° E of Sarangani (Davao Occidental),Ms,TECTONIC
61226449,2019,11,1,6,7,55,6.8,125.11,2.0,5.0,018 km S 07° E of Makilala (Cotabato),Ms,TECTONIC
61226526,2019,11,1,18,38,36,6.78,125.0,4.0,4.5,020 km S 66° E of Tulunan (Cotabato),Ms,TECTONIC
61226699,2019,11,3,3,54,2,19.09,121.2,15.0,4.7,035 km S 52° W of Calayan (Cagayan),Ms,TECTONIC
61226748,2019,11,3,14,42,12,5.44,127.57,33.0,4.8,213 km S 51° E of Governor Generoso (Davao Oriental),Ms,TECTONIC
61226836,2019,11,4,14,50,5,14.62,119.71,12.0,4.8,054 km S 48° W of San Antonio (Zambales),Ms,TECTONIC
61227016,2019,11,6,20,52,56,14.98,122.65,7.0,5.5,042 km N 46° E of Jomalig (Quezon),Ms,TECTONIC
61227118,2019,11,7,22,41,28,5.67,126.48,55.0,4.8,098 km S 76° E of Jose Abad Santos (Davao Occidental),Ms,TECTONIC
61227133,2019,11,8,5,31,42,10.75,125.63,23.0,5.2,033 km S 18° W of Guiuan (Eastern Samar),Mw,TECTONIC
61227180,2019,11,8,19,57,17,4.78,127.82,89.0,5.0,270 km S 74° E of Sarangani (Davao Occidental),Ms,TECTONIC
61227356,2019,11,11,16,54,58,20.77,121.76,74.0,4.8,010 km S 75° W of Itbayat (Batanes),Ms,TECTONIC
61227431,2019,11,13,14,28,3,16.28,121.72,33.0,4.9,015 km N 63° E of Nagtipunan (Quirino),Ms,TECTONIC
61227632,2019,11,18,13,22,8,7.67,124.89,6.0,5.9,009 km N 19° W of Kadingilan (Bukidnon),Mw,TECTONIC
61228253,2019,12,5,12,24,40,5.24,127.0,33.0,5.6,169 km S 65° E of Jose Abad Santos (Davao Occidental),Ms,TECTONIC
61228493,2019,12,14,6,39,43,6.35,126.43,70.0,4.8,051 km S 50° E of Governor Generoso (Davao Oriental),Ms,TECTONIC
61228518,2019,12,15,6,11,49,6.76,125.13,9.0,6.9,013 km N 75° W of Matanao (Davao Del Sur),Ms,TECTONIC
61228523,2019,12,15,7,9,20,6.61,125.36,1.0,5.2,019 km S 45° E of Matanao (Davao Del Sur),Ms,TECTONIC
61228582,2019,12,15,12,38,53,6.61,125.25,16.0,4.5,013 km S 74° W of Padada (Davao Del Sur),Ms,TECTONIC
61228650,2019,12,15,18,24,4,6.59,125.03,28.0,4.6,009 km N 62° E of Lutayan (Sultan Kudarat),Ms,TECTONIC
61228774,2019,12,16,8,53,28,6.48,125.35,20.0,4.8,017 km S 03° W of Padada (Davao Del Sur),Ms,TECTONIC
61228887,2019,12,17,6,7,17,6.7,125.17,21.0,4.6,006 km S 80° W of Magsaysay (Davao Del Sur),Ms,TECTONIC
61228961,2019,12,17,20,18,5,6.53,125.32,10.0,5.3,012 km S 17° W of Padada (Davao Del Sur),Ms,TECTONIC
61228974,2019,12,18,0,22,32,6.68,125.15,4.0,4.8,007 km N 71° W of Kiblawan (Davao Del Sur),Ms,TECTONIC
